,RHO,TYPE,bottom,count_samp,error,force_median,id,index,l,mean_samp,median_samp,relative_height_mm,stdev_samp,top,force_log
113,264.00000000000006,F,26.0,7,130.18168107870406,1.9709286598434461,RP_16,8,0.37800055561927254,394.1816810787041,394.97544470020785,255.0,9.851286276148555,29.0,0.6785048326111411
114,221.9999999999999,F,23.0,7,56.93917509370192,0.12066536830262245,RP_16,9,0.8864746345361606,278.9391750937018,280.21279303570685,285.0,6.628398649466353,26.0,-2.1147341158053825
115,220.99999999999994,D,20.0,7,67.52110766890513,0.13266827403429102,RP_16,10,0.9936041908608801,288.5211076689051,286.75272814211235,315.0,4.374823972145905,23.0,-2.0199034466028407
116,214.00000000000006,D,17.0,7,65.86571510758534,0.2338221880624069,RP_16,11,1.3018253825860149,279.8657151075854,282.9206001883554,345.0,5.063003787167364,20.0,-1.4531943325548236
117,225.0,D,14.0,7,58.353076669098186,0.21827903658560102,RP_16,12,0.9057165784585653,283.3530766690982,278.7368407186036,375.0,9.276568630676598,17.0,-1.5219810503370264
118,220.99999999999994,D,11.0,7,82.14562913921486,0.11395038240182385,RP_16,13,1.1264935827740146,303.1456291392148,304.3852670572068,405.0,2.6589317956086065,14.0,-2.1719921674222364
119,215.0,D,8.0,7,72.86027419312188,0.21401479307357946,RP_16,14,1.0760222894123885,287.8602741931219,287.55908702020656,435.0,7.623539010918565,11.0,-1.5417101398373592
120,218.0000000000001,D,5.0,7,76.52646274404549,0.21546283715298767,RP_16,15,1.614402394118559,294.5264627440456,291.5635294729367,465.0,37.4114847466132,8.0,-1.5349668337155329
121,221.9999999999999,D,2.0,7,68.11686441247792,0.4791416520682489,RP_16,16,1.1019603086401395,290.1168644124778,290.24451694053175,495.0,14.94059308565002,5.0,-0.735759000720744
122,330.0,N,32.0,7,228.29862046408311,7.899732318814192,RP_17,0,0.17341555004780893,558.2986204640831,558.7743093702619,15.0,19.988941196517963,35.0,2.0668288752045045
123,348.0,F,29.0,7,195.22176342467014,5.873615673706008,RP_17,1,0.15254034053298743,543.2217634246701,543.2005715084446,45.0,3.9566632557889956,32.0,1.770470402257623
124,220.0,F,26.0,7,117.06109046933597,2.7467288162966286,RP_17,2,0.6327073715575365,337.06109046933597,325.4537623573482,75.0,34.41528557190884,29.0,1.0104106822897392
125,197.0,F,23.0,7,93.48653364003542,0.33144802656758804,RP_17,3,0.45537436842722007,290.4865336400354,290.8865737414981,105.0,6.0551556816246155,26.0,-1.104284264249441
126,168.0,F,20.0,7,90.96718161978703,0.15639289346067284,RP_17,4,0.5254156252991501,258.967181619787,258.04310999750004,135.0,2.2307368473743017,23.0,-1.855383890134266
127,192.0,D,17.0,7,102.09067766638952,0.059664268793704574,RP_17,5,0.9100871120862761,294.0906776663895,284.19443569101986,165.0,19.61292724064197,20.0,-2.8190219504320506
128,197.0,D,14.0,7,96.58785522426086,0.06362872310235904,RP_17,6,0.9465781260948035,293.58785522426086,294.89135702504905,195.0,4.812689787808691,17.0,-2.754690289479904
129,197.0,D,11.0,7,92.207630153904,0.05949720892614052,RP_17,7,0.9202270062737327,289.207630153904,287.0976083215988,225.0,25.581535644234677,14.0,-2.8218258763351662
130,345.0,R,24.0,7,142.56223835723864,2.54977407756576,RP_18,0,0.10177236285818693,487.56223835723864,488.19190503025544,15.0,3.2245913032137627,27.0,0.9360047582123504
131,264.00000000000006,R,21.0,7,-2.410634238894147,0.22186325262081924,RP_18,1,0.4395385694331043,261.5893657611059,257.4947228526522,45.0,18.467453323637578,24.0,-1.5056940660884781
132,340.99999999999994,R,18.0,7,98.35736312571493,7.28640371451286,RP_18,2,0.5181774239969784,439.35736312571487,442.0717250694611,75.0,118.13291981788446,21.0,1.986010106674272
133,313.0000000000001,R,15.0,7,105.52610786161932,4.613828961177013,RP_18,3,0.4621940134995204,418.52610786161944,428.65625531816113,105.0,58.1115063581286,18.0,1.529058089531963
134,174.00000000000006,D,12.0,7,31.42424851818052,0.05628355323893495,RP_18,4,0.4696564954594174,205.42424851818058,205.7696603421299,135.0,6.400220864559039,15.0,-2.877352913708714
135,226.9999999999999,R,55.0,7,0.057305192689881324,0.0275336071692622,SD_02,0,0.6567789385523151,227.05730519268977,226.85750646910682,15.0,5.181351357459317,58.0,-3.5923479415579216
136,229.00000000000006,R,52.0,7,-112.06360254816187,0.037666724120259454,SD_02,1,0.15204130386979026,116.93639745183819,111.49232876985238,45.0,17.70692700227775,55.0,-3.2789782236224467
137,404.00000000000006,R,49.0,7,243.18954322744258,22.505968359876924,SD_02,2,0.16858652087947718,647.1895432274426,655.5169458027709,75.0,21.412435193730644,52.0,3.113780534474019
138,418.0000000000001,R,46.0,7,193.2224257261538,12.743131830028588,SD_02,3,0.1453637849515077,611.2224257261539,609.6710463581442,105.0,6.186282528268814,49.0,2.544992446466482
139,431.9999999999999,R,43.0,7,151.38793110190102,15.694746245394498,SD_02,4,0.23664252236951464,583.3879311019009,585.2839051709094,135.0,4.134270341335074,46.0,2.7533260223004885
140,410.0,R,40.0,7,216.39267231056397,21.52318479654907,SD_02,5,0.20055833924192262,626.392672310564,628.1012495833645,165.0,5.492555785139806,43.0,3.0691307167484845
141,330.0,F,37.0,7,201.7835455252789,7.053577747295378,SD_02,6,0.21826363003634744,531.7835455252789,530.2237541495722,195.0,3.403510723406399,40.0,1.953534969984663
142,358.0000000000001,F,34.0,7,216.65088764155973,8.275354161157848,SD_02,7,0.14610271191726318,574.6508876415598,572.8991420353422,225.0,7.4023246711510815,37.0,2.1132817192787403
143,366.9999999999999,F,31.0,7,222.3225133236151,9.429369477252502,SD_02,8,0.13824139634108662,589.322513323615,588.4971047665974,255.0,4.998275520643691,34.0,2.243829230916001
144,360.0,F,28.0,7,267.33376363574087,13.499990277423224,SD_02,9,0.12389487936589146,627.3337636357409,628.3161391185167,285.0,11.46492898688954,31.0,2.602688965253252
145,290.0,F,25.0,7,235.65418293986352,7.222087510948543,SD_02,10,0.23679832983694518,525.6541829398635,528.7271955297188,315.0,5.14395652069967,28.0,1.9771440400552591
146,361.9999999999999,D,22.0,7,146.6732773246518,4.018939714773879,SD_02,11,0.1571052441009457,508.6732773246517,505.2502451674286,345.0,11.03067437655526,25.0,1.391018115298299
147,276.9999999999999,D,19.0,7,182.5382844412021,3.28999092846573,SD_02,12,0.2649337806314115,459.538284441202,463.09817967112673,375.0,21.81104649517398,22.0,1.19088480746823
148,220.0,D,16.0,7,49.29554317768839,0.10768684668577834,SD_02,13,0.7713754281452114,269.2955431776884,269.3860436265457,405.0,3.7508105663750952,19.0,-2.22852783147243
149,192.00000000000003,D,13.0,7,118.79487223187422,0.11643730728962158,SD_02,14,1.0946309172898656,310.79487223187425,320.76338518294455,435.0,23.60253800212214,16.0,-2.1504022856759426
150,182.99999999999997,D,10.0,7,99.71705021089295,0.16742211153381095,SD_02,15,0.9708803844926989,282.7170502108929,280.57194895439557,465.0,3.1894241155407324,13.0,-1.7872370416340189
151,206.9999999999999,D,7.0,7,92.98702844786408,0.10999084259919491,SD_02,16,1.0620410209876698,299.98702844786396,302.3961286805021,495.0,7.115798703978517,10.0,-2.2073581657533476
152,406.9999999999999,N,33.0,7,211.50631445704585,13.361046412127795,SO_02,0,0.13925280335222637,618.5063144570457,626.3406195351507,15.0,13.86368530100126,36.0,2.5923434893023773
153,381.9999999999999,N,30.0,7,183.59976114305937,6.399995931177173,SO_02,1,0.11418914905395354,565.5997611430593,567.1077014953923,45.0,6.675499795557178,33.0,1.8562973546118573
154,371.9999999999999,N,27.0,7,180.36805685303193,5.56712333015313,SO_02,2,0.11637138843151375,552.3680568530318,552.929712796316,75.0,5.198126688825982,30.0,1.7168784627467335
155,360.99999999999994,N,24.0,7,111.95985697378234,7.636327547690406,SO_02,3,0.3735629172459713,472.9598569737823,467.83711099100555,105.0,34.33420956946105,27.0,2.032916800136091
156,310.0,N,21.0,7,9.585409804857932,1.0448398463848048,SO_02,4,0.5820611802883409,319.58540980485793,322.94745418048717,135.0,6.664453276580122,24.0,0.04386361662367919
157,275.0,F,18.0,7,55.5007431290652,0.9325483952540584,SO_02,5,0.5053329727254096,330.5007431290652,331.59049039078496,165.0,6.875351672863159,21.0,-0.06983423041506849
158,290.0,F,15.0,7,50.89657336244335,1.3479987956366593,SO_02,6,0.5974475923025399,340.89657336244335,354.1805400969897,195.0,41.639476550571764,18.0,0.29862111904510136
159,210.0,D,12.0,7,68.4787809807462,0.21519962939192774,SO_02,7,0.9367293890744838,278.4787809807462,278.34206032986634,225.0,1.3494664516904051,15.0,-1.5361891728524601
160,213.0000000000001,D,9.0,7,65.65164678990749,0.3257009253429151,SO_02,8,1.1311781872016318,278.6516467899076,279.77784386864886,255.0,3.205928698140197,12.0,-1.1217757256142857
161,147.99999999999997,N,45.0,7,68.90711983946207,0.10167072094842695,SR_02,0,0.26218544449614345,216.90711983946204,213.04079246318162,15.0,14.152815987838283,48.0,-2.2860159136567
162,273.0000000000001,N,42.0,7,37.48786762782788,2.9131626517382907,SR_02,1,0.9221334556636921,310.487867627828,294.796599451485,45.0,67.04799796136776,45.0,1.069239312923232
163,365.0,F,39.0,7,193.90377113461545,10.452920780908196,SR_02,2,0.2231841338729003,558.9037711346155,558.3884881519771,75.0,18.584385778989002,42.0,2.3468814399231914
164,369.00000000000006,F,36.0,7,118.23255462917689,3.416695278430864,SR_02,3,0.1847214287862397,487.23255462917695,485.4870152893742,105.0,4.440485808654755,39.0,1.2286737910561314
165,400.0,F,33.0,7,131.35949065933778,5.5563423428571435,SR_02,4,0.17177777961673574,531.3594906593378,534.8639280360555,135.0,10.252186624106157,36.0,1.7149400397788042
166,249.00000000000006,F,30.0,7,-9.962023321469673,0.11064854285714189,SR_02,5,0.4582360258146351,239.03797667853038,238.55250755644028,165.0,6.5507699112486,33.0,-2.2013963815086
167,246.9999999999999,F,27.0,7,29.6180455362408,0.24812383898995896,SR_02,6,0.5184140765450677,276.6180455362407,273.78008059375526,195.0,6.0480247122900845,30.0,-1.393827306685296
168,239.00000000000006,F,24.0,7,5.228686763808014,0.09832528297732071,SR_02,7,0.5581593512401268,244.22868676380807,241.65125741619744,225.0,5.448535367987001,27.0,-2.3194740826890436
169,290.0,F,21.0,7,-3.2650995741369684,0.06547782066665413,SR_02,8,0.9011826182025,286.73490042586303,296.2486978634329,255.0,17.569326978537955,24.0,-2.726043809460471
170,290.0,D,18.0,7,29.50577162399304,1.543537685433821,SR_02,9,0.6598052658373652,319.50577162399304,325.2309076019947,285.0,21.15167501705453,21.0,0.4340769802330104
171,286.9999999999999,D,15.0,7,40.7996339913164,1.1808107499274312,SR_02,10,0.5778482584009322,327.7996339913163,322.97556822968187,315.0,7.234901288655036,18.0,0.16620127875846308
172,290.0,D,12.0,7,26.679344886745127,1.2321411869693184,SR_02,11,0.6434091218217876,316.6793448867451,318.8755978279241,345.0,9.375604530812723,15.0,0.20875345835802958
173,270.99999999999994,D,9.0,7,43.32335364166596,0.865413931623844,SR_02,12,0.5992157689938901,314.3233536416659,313.14536779297435,375.0,7.99059450461968,12.0,-0.14454735284179618
174,306.9999999999999,D,6.0,7,46.2202152818258,2.1647969751809093,SR_02,13,0.5573715089329783,353.2202152818257,350.6961307966378,405.0,26.291278749262418,9.0,0.7723265811592553
175,308.0000000000001,D,3.0,7,68.26261765724047,11.51318903348653,SR_02,14,0.6202230569004222,376.2626176572406,443.13901161658055,435.0,97.34246420873615,6.0,2.443493250690456
176,435.0,N,28.0,7,221.6923656042253,20.036490521811622,ST_02,0,0.12998926321496063,656.6923656042253,642.2170976348772,15.0,20.14413462241609,31.0,2.9975551372186304
177,413.0000000000001,N,25.0,7,146.1840835726971,8.972480739744125,ST_02,1,0.19740808015234693,559.1840835726972,557.9653384301644,45.0,11.83531391954988,28.0,2.1941621974498737
178,379.00000000000006,N,22.0,7,211.52564737751976,8.486114151773894,ST_02,2,0.11471668363669574,590.5256473775198,591.2435074765948,75.0,2.8516097814709154,25.0,2.138431198465984
179,226.9999999999999,N,19.0,7,0.31220261602868504,1.0885925375421392,ST_02,3,0.991554189129637,227.31220261602857,235.94567315095702,105.0,52.16085488983324,22.0,0.08488561189814008
180,209.00000000000006,D,16.0,7,61.48475993052182,0.14241154829801736,ST_02,4,0.7023702489889835,270.4847599305219,269.0788315563098,135.0,6.984066736366096,19.0,-1.9490341856940576
181,215.99999999999994,D,13.0,7,58.044943781121844,0.15844036317459567,ST_02,5,0.7992167368169073,274.0449437811218,274.2066801703263,165.0,3.4223998959011737,16.0,-1.842377014040972
182,229.00000000000006,D,10.0,7,65.0382957297926,0.1514128517680268,ST_02,6,1.0810980216414545,294.03829572979265,290.7998967013382,195.0,12.610278295842702,13.0,-1.8877450553989412
183,230.0,D,7.0,7,59.689438251428555,0.17954537311712931,ST_02,7,1.1756698998552193,289.68943825142856,291.27585705816574,225.0,4.047493025711625,10.0,-1.7173273279702377
184,216.9999999999999,D,4.0,7,60.81352021781004,0.3549521140323866,ST_02,8,0.8886117452445553,277.8135202178099,277.22125793059183,255.0,5.582477925787003,7.0,-1.0357723886548176
185,244.00000000000006,D,1.0,7,76.31438894652615,0.19743566663359927,ST_02,9,1.364189755387539,320.3143889465262,279.0258067982087,285.0,67.76157466730305,4.0,-1.6223424862693445
2,298.0,R,32.0,7,156.4834284651779,3.5916985906958763,RP_02,2,0.29775298618004165,454.4834284651779,448.20293693877716,75.0,14.22140084046386,35.0,1.2786252356430015
3,318.0,R,29.0,7,147.04512331659913,3.317154822406222,RP_02,3,0.24837569317040295,465.04512331659913,465.86316728642396,105.0,2.71076415658627,32.0,1.1991074343071322
4,258.0,F,26.0,7,34.94339121696237,0.7060246772814878,RP_02,4,0.6950961361245377,292.94339121696237,297.93499388891274,135.0,12.433110766029305,29.0,-0.34810508844326155
5,289.0,F,23.0,7,128.58575387975378,2.355748093820199,RP_02,5,0.33372275375656496,417.5857538797538,423.13964425396114,165.0,20.297705538835952,26.0,0.856858338943921
6,259.0,F,20.0,7,88.07031408651676,1.3547248300536399,RP_02,6,0.5136039252372125,347.07031408651676,353.7234051235182,195.0,29.615072779505784,23.0,0.30359835625745824
7,229.0,D,17.0,7,62.154597263705796,0.5085592240483356,RP_02,7,0.6891319977335465,291.1545972637058,290.8535638146956,225.0,5.0248968118444965,20.0,-0.6761736021370895
8,268.0,D,14.0,7,60.406312854418445,0.9018364782296654,RP_02,8,0.5184649634275301,328.40631285441845,329.517079479706,255.0,3.6565555838035766,17.0,-0.1033220633478871
9,248.0,D,11.0,7,29.03666013313864,0.2591407186862866,RP_02,9,0.5520805423537488,277.03666013313864,278.3512342950938,285.0,3.371156462165875,14.0,-1.3503840494338997
10,216.0,D,8.0,7,62.04175013182902,0.3976092061511692,RP_02,10,0.8210872246301095,278.041750131829,278.0720286350592,315.0,3.1353566914997146,11.0,-0.9222856501640294
11,223.0,D,5.0,7,53.47597883507558,0.24319728309170777,RP_02,11,0.6007172127338103,276.4759788350756,276.4625677456824,345.0,0.7329605758060965,8.0,-1.4138823004504388
13,495.0,R,29.0,7,92.30364528449047,16.208477728833454,RP_05,1,0.2334486764455548,587.3036452844905,588.3418631238349,45.0,4.449879384470617,32.0,2.78553442195062
14,341.0,R,26.0,7,137.89172770828793,22.964314530567492,RP_05,2,0.4788851309468618,478.89172770828793,466.9102079007733,75.0,28.697553306237797,29.0,3.1339414688919387
15,373.0,R,23.0,7,117.12086988876933,5.288073505574665,RP_05,3,0.27221781353508695,490.12086988876933,488.0143984364635,105.0,8.600638326154776,26.0,1.6654540029018414
16,371.0,R,20.0,7,88.2662352754682,4.891254509059938,RP_05,4,0.34125727072069545,459.2662352754682,460.06559384992136,135.0,11.194710699460524,23.0,1.5874488164045573
17,202.0,D,17.0,7,3.14656226232006,0.03977449590407855,RP_05,5,0.6617143247303494,205.14656226232006,155.54296246846243,165.0,144.5255929376385,20.0,-3.224529378526127
18,197.0,D,14.0,7,-134.71855566358494,0.02834184977792962,RP_05,6,0.026656550695263438,62.28144433641505,62.29095692221304,195.0,1.8310442747740454,17.0,-3.563415775927652
19,212.0,D,11.0,7,-181.04028387568212,0.019858538537751963,RP_05,7,0.039785462004029805,30.95971612431788,30.94664542430879,225.0,2.593384525931593,14.0,-3.919121211302869
20,211.0,D,8.0,7,13.263086848488314,1.465018705132495,RP_05,8,1.2141754106669647,224.2630868484883,210.5116998563671,255.0,58.109212183644814,11.0,0.3818680103960493
21,184.0,D,5.0,7,-102.18185138965862,8.802234900654456,RP_05,9,1.3006863958694002,81.81814861034138,65.13907139314357,285.0,36.51915462038208,8.0,2.1750056552237202
22,375.0,R,28.0,7,45.688941285600606,8.999406524603588,RP_06,0,0.5183831251088692,420.6889412856006,410.70345568015847,15.0,44.55599030689407,31.0,2.1971586334512567
23,312.0,R,25.0,7,62.290402338799936,4.522538058577378,RP_06,1,0.5801694519067755,374.29040233879994,399.6094487135366,45.0,39.92770477481521,28.0,1.5090733536366199
25,266.0,D,19.0,7,69.82021958893466,0.10693964713094072,RP_06,3,1.4203150666029163,335.82021958893466,343.59726814129914,105.0,19.63156255175315,22.0,-2.2354906491589657
26,257.0,D,16.0,7,64.66391488628113,0.20426725935540765,RP_06,4,1.5800670488714412,321.66391488628113,328.7636754918568,135.0,40.62371737239213,19.0,-1.5883260476839771
27,252.0,D,13.0,7,60.35691831165707,0.10122353478510737,RP_06,5,1.1961853285081478,312.35691831165707,314.5330207327688,165.0,7.536970213012518,16.0,-2.290423992000905
28,255.0,D,10.0,7,56.7047289108815,0.22370329204577669,RP_06,6,1.574229023304605,311.7047289108815,281.71600324548984,195.0,51.03589125719102,13.0,-1.4974346942520187
29,232.0,D,7.0,7,67.13226703339086,0.1619728854078792,RP_06,7,1.2915264595713238,299.13226703339086,299.5986275479384,225.0,4.874632453884184,10.0,-1.8203263317837852
30,222.0,D,4.0,7,65.26441553646049,0.21471735335567455,RP_06,8,1.590806862513927,287.2644155364605,286.9184579807666,255.0,16.591086590147214,7.0,-1.538432751300892
32,368.0,R,27.0,7,195.35742195157218,8.98676752678152,RP_07,1,0.18829941175520046,563.3574219515722,562.4315166893076,45.0,4.926936227628105,30.0,2.1957532206195647
33,321.0,D,24.0,7,189.13030538673593,6.207659574618769,RP_07,2,0.25530076950840175,510.1303053867359,526.7072902378104,75.0,36.67462177304255,27.0,1.82578394481464
34,213.0,D,21.0,7,79.8094240272606,0.1650055601180187,RP_07,3,1.1627641496487897,292.8094240272606,293.6893042266805,105.0,2.715499815432911,24.0,-1.8017761079643488
35,215.0,D,18.0,7,74.49675284770677,2.169816951993519,RP_07,4,0.7553563863802343,289.4967528477068,318.49187684447855,135.0,51.67144310828873,21.0,0.7746428100743389
36,216.0,D,15.0,7,79.72844876461511,0.13360801805399772,RP_07,5,1.0922415405128387,295.7284487646151,293.60751189150443,165.0,5.926917683199169,18.0,-2.012845004306208
37,200.0,D,12.0,7,94.58973949593025,0.12726660565424935,RP_07,6,1.069199193371197,294.58973949593025,301.3245513560231,195.0,12.295320181201664,15.0,-2.061471135764822
38,201.0,D,9.0,7,85.13162699113309,0.2088471602070043,RP_07,7,1.3217995306298416,286.1316269911331,284.84664882467314,225.0,6.283868390928971,12.0,-1.5661525854165088
39,199.0,D,6.0,7,106.91878732284158,0.1919779537802419,RP_07,8,1.617317292475408,305.9187873228416,291.4598404159938,255.0,23.388106890822044,9.0,-1.6503747376083828
40,188.0,D,3.0,7,71.41964741117619,0.36613990630448384,RP_07,9,1.3862732576809156,259.4196474111762,259.55308578315936,285.0,24.779875115972022,6.0,-1.0047397609600937
42,360.0,R,33.0,7,172.71151850866772,8.25461688904247,SM_03,1,0.24363405758212572,532.7115185086677,533.829627171288,45.0,11.422690817728279,36.0,2.1107726667303215
43,392.0,R,30.0,7,167.67829874929316,8.67433648958643,SM_03,2,0.19039815988608724,559.6782987492932,561.581171042284,75.0,10.084401597827705,33.0,2.160368837557502
44,321.0,R,27.0,7,144.83224587051217,4.866299133721197,SM_03,3,0.3309281723230117,465.83224587051217,488.3257143238234,105.0,53.53632298881343,30.0,1.5823337167261198
45,196.0,D,24.0,7,113.95114159272413,0.12673031984180422,SM_03,4,1.2592228242446917,309.9511415927241,310.4809710544307,135.0,3.1538264035022214,27.0,-2.065693916086376
47,227.0,D,18.0,7,144.70237154283177,0.09272189017294231,SM_03,6,1.609549308445907,371.70237154283177,363.12925111673525,195.0,42.92104053617998,21.0,-2.3781506943415356
48,189.0,D,15.0,7,105.6542472025667,0.21574206104163315,SM_03,7,1.2752576593011025,294.6542472025667,282.4343434518102,225.0,27.079440104274443,18.0,-1.533671746721661
49,222.0,D,12.0,7,139.12099186882972,0.08461340875381262,SM_03,8,1.4704430606948855,361.1209918688297,356.26817351449563,255.0,26.86262278564868,15.0,-2.469662529021158
